X,y
5.4881350392732475,14.846973520289625
7.151893663724195,16.799802650947065
6.027633760716439,13.921615749379995
5.448831829968968,13.184259530177986
4.236547993389047,10.093337532780312
6.458941130666561,18.076884880483387
4.375872112626925,11.889101088493074
8.917730007820797,22.381876260937183
9.636627605010293,22.866133493695564
3.8344151882577773,10.43040094704599
7.917250380826646,18.79291060467705
5.288949197529044,11.677601897044998
5.680445610939323,15.389143819700609
9.25596638292661,23.456858569241376
0.7103605819788694,2.6967602787279925
0.8712929970154071,2.4969601454815393
0.2021839744032572,1.3622905479108343
8.32619845547938,20.164470545398302
7.781567509498505,18.419675931961795
8.700121482468191,22.431898224452105
9.78618342232764,23.66204889164526
7.9915856421672355,19.289414327667888
4.6147936225293185,11.081451552805953
7.805291762864554,19.530708566186444
1.1827442586893322,2.602866735469847
6.399210213275238,14.623074239770078
1.433532874090464,2.9402137823932692
9.446689170495839,21.39331977401517
5.218483217500717,13.67143949477898
4.146619399905235,8.76449084415634
2.64555612104627,5.509506963187224
7.742336894342166,19.40800731511639
4.5615033221654855,10.6641953090224
5.684339488686485,15.753863317122946
0.18789800436355142,-0.82311189881457
6.176354970758771,15.70793829624611
6.120957227224214,15.263110249833039
6.169339968747569,14.255256424127726
9.437480785146242,24.116978623397358
6.818202991034834,16.873961146364838
3.59507900573786,9.759488065558317
4.3703195379934145,11.749302998947268
6.976311959272649,19.60401584746231
0.6022547162926983,2.842164740168138
6.667667154456677,16.29998604819925
6.706378696181594,16.526567562878057
2.103825610738409,6.3592236227331345
1.289262976548533,3.8784211720939306
3.1542835092418384,8.525840299202189
3.637107709426226,7.475813229254731
5.701967704178797,14.230593136048057
4.386015134623204,10.22700692735232
9.883738380592263,24.989270550523894
1.0204481074802807,2.452969879057744
2.088767560948347,6.13209781046346
1.6130951788499626,4.349956162316208
6.531083254653984,17.114036098743938
2.532916025397821,5.865870966758609
4.663107728563062,10.713323065489405
2.4442559200160274,5.70059010683752
1.5896958364551972,3.9572191772765524
1.1037514116430513,3.1385302646627102
6.563295894652734,18.667548687322686
1.381829513486138,3.4123166320547025
1.965823616800535,3.95861404150856
3.687251706609641,8.872147490824716
8.209932298479352,20.061234771552286
0.9710127579306127,2.909013368599994
8.379449074988038,19.40782567302547
0.9609840789396307,2.4657221915494083
9.764594650133958,24.56799316330027
4.686512016477016,11.948461077392816
9.767610881903371,23.821711135793066
6.04845519745046,14.883216263890143
7.3926357939830165,17.05752857597501
0.39187792254320675,0.4863749229958228
2.828069625764096,6.527312588393522
1.201965612131689,3.420964076590648
2.9614019752214493,6.24732250623171
1.1872771895424405,3.749391075566095
3.1798317939397602,9.444064029340769
4.1426299451467,8.286589837853217
0.6414749634878436,2.02994613949771
6.924721193700199,17.988711019280743
5.666014542065751,13.52759932961215
2.653894909394454,6.237465459157338
5.232480534666997,12.948320759080536
0.9394051075844168,2.0507218895593136
5.759464955561793,14.08964941985736
9.292961975762141,21.556401133075376
3.1856895245132364,9.116555376066211
6.674103799636817,17.76487809112886
1.3179786240439217,2.4815823009056013
7.163272041185655,16.441755775161624
2.894060929472011,7.756217200132786
1.8319136200711683,4.003996080364854
5.865129348100831,14.804776533572857
0.20107546187493552,0.18336023754224362
8.289400292173632,21.415039481504266
0.046954761925470656,0.8121360484696826
6.778165367962301,16.21981604144217
2.7000797319216483,5.366835374409065
7.351940221225949,16.79691215572979
9.621885451174382,24.665093007043158
2.48753143519958,5.0299693302149215
5.761573344178369,13.897117006147235
5.920419312718391,14.204734243345468
5.722519057908734,14.25373034850229
2.230816326406183,3.6407610101689505
9.52749011516985,24.007503884718457
4.471253786176273,11.702025489274888
8.464086724711278,21.248638898822858
6.994792753175043,17.176095711239135
2.9743695085513364,7.533323937647125
8.137978197024772,20.74399183820206
3.9650574084698462,7.140050764747965
8.811031971111616,23.983492236029736
5.812728726358587,14.921915138584394
8.817353618548529,21.3909754639843
6.925315900777659,16.922336376756547
7.252542798196405,18.6250987728402
5.013243819267022,12.41700560913319
9.56083634723224,21.871406400299104
6.439901992296374,18.164247842100252
4.238550485581797,10.48583555672202
6.063932141279244,16.18000306491391
0.19193198309333526,-0.21221989005105302
3.0157481667454933,9.07574747110953
6.60173537492685,16.790682126209404
2.9007760721044407,7.860784014736552
6.180154289988415,14.405132358824083
4.287687009457661,11.930362813326855
1.3547406422245023,4.076669770096045
2.9828232595603077,8.758904378465768
5.6996491070126485,13.621035207890042
5.908727612481732,14.290791912743543
5.743252488495788,16.662047918923413
6.5320081985713365,15.270004673706792
6.521032700016889,16.1666320493639
4.31418435433974,11.922352248452045
8.96546595851063,22.511389863991436
3.6756187004789656,9.772000430950706
4.358649252656268,10.497174102377794
8.91923355015672,22.668139763239317
8.061939890460858,18.848322874416827
7.038885835403663,19.255345268127346
1.0022688731230112,2.387508137678958
9.194826137446736,22.30688713961999
7.142412995491114,18.522415570759698
9.988470065678666,24.510455376808114
1.4944830465799375,2.40194914504709
8.681260573682142,20.356433928407796
1.6249293467637482,4.756096519599503
6.155595642838442,15.229415668949837
1.2381998284944151,2.961798011567599
8.480082293222344,22.27794953903212
8.073189587250107,19.056148159368526
5.691007386145933,13.496840712500008
4.071832972259997,9.794702621468717
0.6916699545513805,1.8235264756955252
